Column1,Column10,PL
SPECIAL_NODES_WOODCARVERMAXPIECES_946_F,You were overburdened with totem pieces and you could carry no more.,Byłeś przeciążony kawałkami totemu i nie można było już nosić.
SPECIAL_NODES_WOODCARVERMAXPIECES_537_M,She gestured toward a disturbing creature lurking nearby.,Wskazała na niepokojącego stworzenia czającego się w pobliżu.
SPECIAL_NODES_WOODCARVERMAXPIECES_537_F,,#VALUE!
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_M,The decrepit [c:bR]woodcarver[c:] looked mournful.,Zbadanie [C: BR] Woodarver [C:] wyglądał na żałobnego.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_559_F,,#VALUE!
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_M,You could not carry any more totem pieces.,Nie możesz nosić więcej kawałków totemu.
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_428_F,,#VALUE!
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_M,She had something else to offer...,Miała coś innego do zaoferowania ...
SPECIAL_NODES_WOODCARVERMAXPIECES_REPEAT_#1_183_F,,#VALUE!
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_M,Not now. There's nothing that can be hooked.,"Nie teraz. Nie ma nic, co można by zaczepić."
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_301_F,,#VALUE!
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_M,There aren't any pulls that you can make.,"Nie ma żadnych ciągnięć, które możesz zrobić."
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#1_707_F,,#VALUE!
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_M,There's nothing that can be pulled with that hook...,Nic nie można wyciągnąć tym haczykiem ...
GAMEPLAY_HINTS_HINT_FISHHOOKNOTARGET_REPEAT_#2_158_F,,#VALUE!
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_M,A gift from [c:bR]The Angler[c:].,Prezent od [C: Br] Wędka [C:].
PART_1_RUN_START_UNLOCKFISHHOOKITEM_723_F,,#VALUE!
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_M,"You see, he was defeated recently and wishes to redeem himself.","Widzisz, został niedawno pokonany i chce się odkupić."
PART_1_RUN_START_UNLOCKFISHHOOKITEM_901_F,,#VALUE!
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_M,It would be unfortunate if you were to fall to [c:bR]The Prospector[c:] before he was given that chance.,"Byłoby niefortunne, gdybyś upadł na [C: Br] poszukiwacza [C:], zanim otrzymał tę szansę."
PART_1_RUN_START_UNLOCKFISHHOOKITEM_739_F,,#VALUE!
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_M,This hook is powerful. You may steal one of my cards with it.,Ten haczyk jest potężny. Możesz ukraść jedną z moich kart.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_126_F,,#VALUE!
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_M,"For that reason, you will not find any others along the path.",Z tego powodu nie znajdziesz żadnych innych na ścieżce.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_822_F,,#VALUE!
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_M,Use it wisely.,Użyj tego z głową.
PART_1_RUN_START_UNLOCKFISHHOOKITEM_830_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_M,What is it? What do you want?,Co to jest? Co chcesz?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_486_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_M,I am merely an inspector.,Jestem tylko inspektorem.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_841_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_M,And you've given me a lot of files to inspect!,I dałeś mi wiele plików do sprawdzenia!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_475_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_M,But I do not have much to inspect...,Ale nie mam wiele do sprawdzenia ...
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_796_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_M,You wish to pass through this gate?,Chcesz przejść przez tę bramę?
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_803_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_M,Try inspecting the satellite dish at the foot of the wizard tower.,Spróbuj sprawdzić danie satelitarne u stóp wieży czarodzieja.
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_984_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_M,Can't you see I'm busy inspecting your files?,"Czy nie widzisz, że jestem zajęty kontrolą twoich plików?"
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_584_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_M,[c:bG]The Great Transcendence[c:] cannot wait!,[C: BG] Wielka transcendencja [C:] Nie mogę się doczekać!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_509_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_M,"If you wish to pass, first you must venture South.","Jeśli chcesz przejść, najpierw musisz zaryzykować na południe."
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_839_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_M,"At the door to the wizard's tower, head further South still!","Przy drzwiach do wieży czarodzieja, skieruj się dalej na południe!"
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#1_336_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_M,To unlock this gate you must venture South.,"Aby odblokować tę bramę, musisz zaryzykować na południe."
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_423_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_M,Now be gone!,Teraz nie ma!
PART_3_MAP_HOLOMAPINSPECTOR_PREUNLOCK_REPEAT_#2_895_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_M,What is it? You unlocked the gate.,Co to jest? Odblokowałeś bramę.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_491_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_M,So carry on!,Więc kontynuuj!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_114_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_M,I have so many files to inspect!,Mam tyle plików do sprawdzenia!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_894_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_M,...Why do I bother? It's not like I have a lot do right now.,"... Dlaczego zawracam sobie głowę? To nie tak, że mam teraz wiele."
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_M,[c:bG]The Great Transcendence[c:] will be upon us soon.,[C: Bg] Wielka transcendencja [C:] wkrótce będzie nad nami.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_M,I'm trying to do my part.,Próbuję wykonać swoją rolę.
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_F,,#VALUE!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_M,Carry on!,Kontynuować!
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_387_M,Woof.[w:0.3] You probably saw that the bridge is fixed.,"Woof. [W: 0.3] Prawdopodobnie widziałeś, że most jest ustalony."
GBC_NPC_MECHANICDOCKS_387_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_568_M,Now they want me to give you deckbuilding tips.,"Teraz chcą, żebym dał ci wskazówki dotyczące budowania pokładu."
GBC_NPC_MECHANICDOCKS_568_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_135_M,Like... [w:0.3][p:0.25][c:gray]Use your Rare cards![w:0.2] They are more powerful than common cards...[c:],"Like ... [W: 0.3] [P: 0,25] [C: Gray] Użyj swoich rzadkich kart! [W: 0,2] Są one mocniejsze niż wspólne karty ... [C:]"
GBC_NPC_MECHANICDOCKS_135_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_432_M,But[w:0.2] I sure am sick of being around these Scrybes.,Ale [w: 0.2] Z pewnością mam dość przebywania w pobliżu tych scrybes.
GBC_NPC_MECHANICDOCKS_432_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_996_M,Each has a more twisted ambition than the last...[w:0.3] I tell ya.,Każda z nich ma bardziej pokręconą ambicję niż ostatnia ... [w: 0.3] Mówię ci.
GBC_NPC_MECHANICDOCKS_996_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_M,Leshy?[w:0.3] The guy's insane!,Leshy? [W: 0.3] facet jest szalony!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_M,Wants to use [c:R]Challengers[c:] like you as his playthings.,Chce użyć [C: R] Challengers [C:] Podobnie jak ty jako jego zabawki.
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_M,"To make it more perverse,[w:0.3] he thinks you'll actually enjoy it!","Aby uczynić go bardziej przewrotnym, [W: 0.3] On myśli, że naprawdę ci się spodoba!"
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_M,"Oh yeah... [w:0.3][p:0.25][c:gray]Try to use a mix of different types of cards in your deck to fully utilize your Bones, Blood and Energy![c:]","O tak ... [W: 0,3] [P: 0,25] [C: Gray] Spróbuj użyć mieszanki różnych rodzajów kart w pokładzie, aby w pełni wykorzystać kości, krew i energię! [C:]"
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_M,P03...[w:0.3] that bot is planning something alright.,P03 ... [W: 0.3] Ten bot planuje coś w porządku.
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_M,It's got The Dredger working overtime.,Ma pogłębia pracującą w godzinach nadliczbowych.
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_M,Huh?[w:0.3] Oh...,"Huh? [W: 0,3] Och ..."
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_M,[p:0.25][c:gray]Many cards from other Temples are better sacrifice fodder than Squirrels.[c:],"[P: 0,25] [C: Gray] Wiele kart z innych świątyń to lepsza pasza poświęcona niż wiewiórki. [C:]"
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_M,"[p:0.25][c:gray]For example,[w:0.2] Bone Heaps can be sacrificed early but have utility in the late-game.[c:]","[P: 0,25] [C: Gray] Na przykład [W: 0,2] Kęki kości można poświęcić wcześnie, ale mają użyteczność w późnej grze. [C:]"
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_M,"Grimora wants to bring it all down,[w:0.3] I swear.","Grimora chce to wszystko obniżyć, [w: 0.3] Przysięgam."
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_M,But more as a mercy I think.[w:0.3] She's probably right.,Ale bardziej jako miłosierdzie. [W: 0.3] Prawdopodobnie ma rację.
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_M,There's some[w:0.3] pretty nasty DATA on this disk...,Jest trochę [w: 0.3] dość paskudne dane na tym dysku ...
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M,Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:],"Ahem. [W: 0,3] [P: 0,25] [C: Gray] Pokład skupiony na kartach magowych może być bardzo potężny. [W: 0,3] Spróbuj wybrać 2 najlepsze kolory klejnotów zamiast iść na wszystkie 3. [C:]"
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M,[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:],"[P: 0,25] [C: Gray] Karty o zdolnościach aktywowanych są jednymi z najpotężniejszych. [W: 0,3] Zrównoważyć swoje zasoby odpowiednio. [C:]"
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M,"What,[w:0.3] you want to know about Magnificus?","Co, [w: 0.3] chcesz wiedzieć o Magnificus?"
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M,Mysterious guy...[w:0.3] We all have our theories of course.,Tajemniczy facet ... [w: 0.3] Wszyscy mamy oczywiście nasze teorie.
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F,,#VALUE!
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M,"Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.","Niektórzy twierdzą, że właściwie [w: 0,3] chce [w: 0,3] ... [w: 0,2] nie, [w: 0,2] To zbyt okropne."
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F,,#VALUE!
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M,You may keep the bones.,Możesz zatrzymać kości.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F,,#VALUE!
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M,Here. Keep the bones.,Tutaj. Zachowaj kości.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F,,#VALUE!
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M,The bones are yours.,Kości są twoje.
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M,This is [c:bR]not[c:] one of Botopia's Uberbots.,To jest [C: Br] Not [C:] Jeden z Uberbotów Botopii.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M,Where did these repugnant mushrooms come from?,Skąd wzięły się te odrażające grzyby?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M,What is this strange feeling?,Co to za dziwne uczucie?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F,,#VALUE!
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M,I will attempt to hasten your demise.,Spróbuję przyspieszyć twoją śmierć.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F,,#VALUE!
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M,The Moon will be your mercy.,Księżyc będzie twoim miłosierdziem.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F,,#VALUE!
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M,You've run out of cards... You're starving.,Zabrakło ci kart ... głodujesz.
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F,,#VALUE!
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M,Let's speed things up. We'll see what this moon can do.,"Poświęćmy wszystko. Zobaczymy, co może zrobić ten księżyc."
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F,,#VALUE!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M,What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...,Co to jest? Osłabienie mojego księżyca [C: Br] śmierdzącym Sigil [C:] ...
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F,,#VALUE!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M,It makes no sense!,To nie ma sensu!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F,,#VALUE!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M,Moons do not have a sense of smell!,Księżyce nie mają sensu zapachu!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F,,#VALUE!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M,This is not how I imagined this battle going...,"Nie tak wyobrażałem sobie, że ta bitwa idzie ..."
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F,,#VALUE!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M,Weakening my Moon... with a foul odor?,Osłabienie mojego księżyca ... z nieprzyjemnym zapachem?
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F,,#VALUE!
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M,[c:bR]Absurd![c:],[C: Br] absurd! [C:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M,You came across the remains of a small settlement.,Natknąłeś się na resztki małej osady.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M,No living person remained.,Żadna żywa osoba nie pozostała.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M,It must have been [c:bR]something they ate.[c:],"To musiało być [C: Br] coś, co jedli. [C:]"
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M,The fire sputtered on in spite of their absence.,Pożar rozpylał się pomimo ich nieobecności.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M,A few emaciated corpses lay within an abandoned settlement.,Kilka wychudzonych zwłok leży w opuszczonej osadzie.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M,What did you feed them?,Co je karmiłeś?
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M,The fire looked welcoming as always.,Pożar wyglądał jak zawsze.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F,,#VALUE!
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M,No hungry survivors would be bothering you this time.,Tym razem żadne głodne ocalałych nie przeszkadzałyby ci.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M,We have gained control of the robot!,Zwyciężyliśmy kontrolę nad robotem!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M,Complete control!,Kompletna kontrola!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M,We must now experiment.,Musimy teraz eksperymentować.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F,,#VALUE!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M,We must play a card game.,Musimy zagrać w grę karcianą.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F,,#VALUE!
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M,You actually bought that [c:O]holo pelt[c:]?,Właściwie kupiłeś to [C: O] Holo Pelt [C:]?
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F,,#VALUE!
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M,It's worthless! Take it to [c:O]The Trader[c:] and you'll see.,To jest bezwartościowe! Weź to do [C: o] Trader [C:] I zobaczysz.
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F,,#VALUE!
MAGNIFICUSGAMEFLOWMANAGER_506,No! I'm not ready to die yet.,NIE! Nie jestem jeszcze gotowy na śmierć.
PART3GAMEFLOWMANAGER_936,Ugh. Damn it.,Ugh. Cholera.
BOULDERCHOICESEQUENCER_101_M,[c:bR]Show me where to strike![c:],"[C: Br] Pokaż mi, gdzie uderzyć! [C:]"
BOULDERCHOICESEQUENCER_101_F,,#VALUE!
CARDMERGESEQUENCER_673_M,A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].,Upiorny spektakl. Ale dusza [C: Br] {0} [C:] teraz żyje w [C: Br] {1} [C:].
CARDMERGESEQUENCER_673_F,,#VALUE!
CARDSTATBOOSTSEQUENCER_308_M,Push your luck? Or pull away?,Spróbuj szczęścia? Czy odsuń się?
CARDSTATBOOSTSEQUENCER_308_F,,#VALUE!
CARDSTATBOOSTSEQUENCER_627_M,Push your luck further? Or run back?,Pchnij swoje szczęście? Czy uciekaj?
CARDSTATBOOSTSEQUENCER_627_F,,#VALUE!
CARDSTATBOOSTSEQUENCER_734_M,Recklessly continue?,Lekkomyślnie kontynuuj?
CARDSTATBOOSTSEQUENCER_734_F,,#VALUE!
DECKTRIALSEQUENCER_289,card with the [c:bR]Sprinter[c:] sigil,Karta z sprinterem [C: Br] [C:] Sigil
FINALEDECKTRIALSEQUENCER_503_M,The [c:bR]{0}[c:]. {1},[C: Br] {0} [C:]. {1}
FINALEDECKTRIALSEQUENCER_503_F,,#VALUE!
RUNINTROSEQUENCER_251,Woah.,Woah.
VICTORYFEASTSEQUENCER_332,Did I just- I think I just beat him!,"Czy właśnie- myślę, że po prostu go pokonałem!"
VICTORYFEASTSEQUENCER_398,Oop.,Oop.
FISHHOOKITEM_576_M,You can't hook that one.,Nie możesz tego zaczepić.
FISHHOOKITEM_576_F,,#VALUE!
FISHHOOKITEM_667_M,There's no space to pull that one into.,"Nie ma miejsca, w które można go wciągnąć."
FISHHOOKITEM_667_F,,#VALUE!
DOORUNLOCKAREASEQUENCER_679_M,Where did you get that?,Skąd to masz?
DOORUNLOCKAREASEQUENCER_679_F,,#VALUE!
PERMADEATH_945,God damn it.,Do cholery.
BROKENCOIN_684_M,You received an Ancient Obol.,Otrzymałeś starożytny obol.
BROKENCOIN_684_F,,#VALUE!
BONELORDNPC_216,What the fuck is this?,Co to do cholery?
GRIMORABOSSOPPONENT_209,Aw fuck.,"Aw, kurwa."
FINALEWIZARDBATTLESEQUENCER_960_M,You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...,Pozwoliłeś mojemu [C: BlGr] goo maga [c:] również zostać usunięte ...
FINALEWIZARDBATTLESEQUENCER_960_F,,#VALUE!
FINALEWIZARDBATTLESEQUENCER_699_M,I thought you two were becoming friends!,"Myślałem, że jesteście przyjaciółmi!"
FINALEWIZARDBATTLESEQUENCER_699_F,,#VALUE!
FINALEWIZARDBATTLESEQUENCER_631_M,To think you gave access to your files so easily...,"Myśleć, że tak łatwo dałeś dostęp do swoich plików ..."
FINALEWIZARDBATTLESEQUENCER_631_F,,#VALUE!
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519,Bonehorn,Bonehorn
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823,Pay 1 Energy to gain 3 Bones.,"Zapłać 1 energię, aby zdobyć 3 kości."
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M,The Horn rings out.,Rogu wychodzi.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F,,#VALUE!
MOVEBESIDE_RULEBOOKNAME_466,Clinger,Clinger
MOVEBESIDE_RULEBOOKDESCRIPTION_912,"When one of your creatures is placed in a space, [creature] will move towards them as far as possible.","Gdy jedno z twoich stworzeń zostanie umieszczone w przestrzeni, [stworzenie] zmierzy się w ich stronę, jak to możliwe."
KRAKEN_DISPLAYEDNAME_835,Great Kraken,Wielki Kraken
SQUIDCARDS_DISPLAYEDNAME_683,Hand Tentacle,Macka ręczna
SQUIDCARDS_DESCRIPTION_196_M,Did I do that?,Czy ja to zrobiłem?
SQUIDCARDS_DESCRIPTION_196_F,,#VALUE!
TAIL_BIRD_DISPLAYEDNAME_862,Tail Feathers,Pióra ogonowe
TAIL_FURRY_DISPLAYEDNAME_106,Furry Tail,Futrzany ogon
TAIL_INSECT_DISPLAYEDNAME_910,Wriggling Leg,Wręczająca noga
BLUEMAGE_TALKING_DISPLAYEDNAME_568,Lonely Wizbot,Samotny Wizbot
ABOVECURVE_DISPLAYEDNAME_503,Curve Hopper,Zakrzywiony lekarz
SENTINELBLUE_DISPLAYEDNAME_835,Goranj's Vessel,Statek Goranja
SENTINELGREEN_DISPLAYEDNAME_449,Orlu's Vessel,Naczynie Orlu
SENTINELORANGE_DISPLAYEDNAME_682,Bleene's Vessel,Naczynie Bleene
BONELORDHORN_DISPLAYEDNAME_019,Bone Lord's Horn,Róg Pana kości
JUNIORSAGE_DISPLAYEDNAME_820,Junior Sage,Junior Mędrzec
FISHHOOK_RULEBOOKNAME_740,Fish Hook,Haczyk
FISHHOOK_RULEBOOKDESCRIPTION_834_M,Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.,"Zaczep jedną z moich kart i weź to jako własną. Musisz mieć puste miejsce po swojej stronie, aby je otrzymać."
FISHHOOK_RULEBOOKDESCRIPTION_834_F,,#VALUE!
BELLSTATICON_GBCDESCRIPTION_901,The power of [creature] is equal to 4 minus the distance to the combat bell.,Moc [stworzenia] jest równa 4 minus odległość do dzwonka bojowego.
CARDSINHANDSTATICON_RULEBOOKNAME_153,Card Counter,Licznik karty
